profile_id,text,position_raw,department_true,department_pred,department_conf,seniority_true,seniority_pred,seniority_conf
273,head of marketing communications emea oxford instruments group,Head of Marketing Communications EMEA - Oxford Instruments Group,Marketing,Marketing,1.0,Lead,Director,1.0
274,unternehmensinhaber,Unternehmensinhaber,Other,Other,0.2726600002912511,Management,Senior,0.4175199924506954
275,marktondersteuning,Marktondersteuning,Sales,Other,0.2726600002912511,Junior,Senior,0.4175199924506954
276,director code nomads amsterdam,Director Code Nomads Amsterdam,Information Technology,Other,1.0,Director,Director,1.0
277,senior customer care representative,Senior Customer Care Representative,Customer Support,Other,0.23911642706580308,Senior,Senior,1.0
278,koch,Koch,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
279,cto,CTO,Information Technology,Other,1.0,Management,Management,1.0
280,group design strategy targets,Group Design Strategy & -targets,Other,Marketing,1.0,Senior,Senior,0.30335902169519163
281,ceo,CEO,Other,Other,1.0,Management,Management,1.0
282,managing director,Managing Director,Other,Other,1.0,Management,Director,1.0
283,assistant manager,Assistant Manager,Other,Other,0.28557754915233025,Lead,Lead,1.0
284,operations director,Operations Director,Other,Other,1.0,Director,Director,1.0
285,technische assistenz,Technische Assistenz,Administrative,Administrative,0.8588984801340109,Junior,Lead,0.5792085970958752
286,lead consultant,Lead consultant,Consulting,Consulting,0.9989549700678733,Lead,Senior,0.9629524643917092
287,geschaftsfuhrender gesellschafter,Geschäftsführender Gesellschafter,Other,Other,0.2683674120370323,Management,Management,0.8462650862039014
288,head of it services operations management,Head of IT Services & Operations Management,Information Technology,Information Technology,1.0,Lead,Director,1.0
289,teamleader it operations management,Teamleader IT Operations Management,Information Technology,Information Technology,1.0,Lead,Senior,0.6225010937346445
290,vertrieb,Vertrieb,Sales,Sales,1.0,Senior,Lead,0.896360171544382
291,technischer experte fur stellwerkstechnik,Technischer Experte für Stellwerkstechnik,Information Technology,Other,0.270830473154941,Senior,Senior,0.37954546527349725
292,hr manager,HR-Manager,Human Resources,Human Resources,0.9867848159166509,Senior,Lead,1.0
293,geschaftsfuhrer,Geschäftsführer,Other,Other,1.0,Management,Management,0.9994884898898059
294,operation supervisor,Operation Supervisor,Other,Other,0.32284677013072777,Lead,Senior,0.41560056872246676
295,leiter rechnungswesen und finanzen,Leiter Rechnungswesen und Finanzen,Other,Other,0.291372731371387,Lead,Lead,0.926920417180917
296,geschaftsfuhrer,Geschäftsführer,Other,Other,1.0,Management,Management,0.9994884898898059
297,konstrukteur,Konstrukteur,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
298,projektleiter in der engineering it,Projektleiter in der Engineering IT,Information Technology,Information Technology,1.0,Lead,Lead,0.7346512619882963
299,retail marketing management,Retail Marketing Management,Marketing,Marketing,1.0,Senior,Senior,0.9015761036897618
300,außendienstspezialist,Außendienstspezialist,Sales,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
301,ruby fullstack developer,Ruby Fullstack Developer,Information Technology,Information Technology,1.0,Senior,Senior,0.3954327690722833
302,ceo,CEO,Other,Other,1.0,Management,Management,1.0
303,chef de projet senior,Chef de projet senior,Project Management,Project Management,1.0,Senior,Lead,1.0
304,kaufmannischer leiter,Kaufmännischer Leiter,Administrative,Other,0.28346358610212447,Lead,Lead,0.9456223560990642
305,country manager czech republic and slovakia,Country Manager Czech Republic and Slovakia,Other,Other,0.2702266004813607,Lead,Management,1.0
306,unternehmensinhaber,Unternehmensinhaber,Other,Other,0.2726600002912511,Management,Senior,0.4175199924506954
307,geschaftsfuhrer,Geschäftsführer,Other,Other,1.0,Management,Management,0.9994884898898059
308,group ceo,Group CEO,Other,Other,1.0,Management,Management,1.0
309,associate consultant,Associate Consultant,Consulting,Consulting,0.9383253042782549,Junior,Junior,1.0
310,director finance and information technology,"Director, Finance and Information Technology",Other,Information Technology,1.0,Director,Director,1.0
311,bergungsleiter,Bergungsleiter,Other,Other,0.2726600002912511,Lead,Senior,0.4175199924506954
312,versuchstragerverantwortlicher,Versuchsträgerverantwortlicher,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
313,co ceo,Co-CEO,Other,Other,1.0,Management,Management,1.0
314,aircraft physical security expert,Aircraft Physical Security Expert,Other,Information Technology,1.0,Senior,Senior,0.36472180496855494
315,director maintenance service management national and international,Director Maintenance Service Management national and international,Other,Other,1.0,Director,Director,1.0
316,general manager,General Manager,Other,Other,0.3469655847759539,Management,Management,1.0
317,zahntechniker,Zahntechniker,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
318,head of regulatory projects,Head of Regulatory Projects,Consulting,Other,0.3976933811415597,Lead,Director,1.0
319,owner,Owner,Other,Other,1.0,Management,Management,1.0
320,financial analyst,Financial Analyst,Other,Other,0.2543695835439118,Senior,Junior,1.0
321,mentor,Mentor,Other,Other,0.26315278415358023,Senior,Senior,0.4013787409431919
322,vertriebsingenieur,Vertriebsingenieur,Sales,Information Technology,1.0,Senior,Senior,0.4093052446175011
323,professor im ruhestand,Professor im Ruhestand,Other,Other,1.0,Senior,Senior,0.3452953788880376
324,rechtsanwalt,Rechtsanwalt,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
325,vedouci pobocky popuvky,Vedoucí pobočky Popůvky,Administrative,Other,0.2726600002912511,Lead,Senior,0.4175199924506954
326,lead engineer groepscoordinator,Lead engineer/ groepscoordinator,Information Technology,Information Technology,1.0,Lead,Management,1.0
327,geschaftsfuherer,Geschäftsfüherer,Other,Other,0.2726600002912511,Management,Senior,0.4175199924506954
328,dezernat fur wirtschaft stadtentwicklung liegenschaften und ordnungswesen buroleitung referent,"Dezernat für Wirtschaft, Stadtentwicklung, Liegenschaften und Ordnungswesen - Büroleitung/Referent",Other,Other,0.38083056536396637,Lead,Junior,0.759217006452243
329,senior enterprise it systems specialist,Senior Enterprise IT Systems Specialist,Information Technology,Information Technology,1.0,Senior,Lead,1.0
330,vikar,Vikar,Other,Other,0.2726600002912511,Junior,Senior,0.4175199924506954
331,general manager,General Manager,Other,Other,0.3469655847759539,Management,Management,1.0
332,chief sales officer cso,Chief Sales Officer (CSO),Sales,Sales,1.0,Management,Management,1.0
333,key account manager,Key Account Manager,Sales,Sales,1.0,Senior,Lead,1.0
334,selbststandig,Selbstständig,Other,Other,0.26718657012506236,Senior,Senior,0.4175199924506954
335,project manager,Project Manager,Project Management,Project Management,1.0,Senior,Lead,1.0
336,enseignant,Enseignant,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
337,metallbearbeiter,Metallbearbeiter,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
338,senior account manager public sector,Senior Account Manager Public Sector,Sales,Other,1.0,Senior,Management,1.0
339,senior consultant procurement excellence,Senior Consultant Procurement Excellence,Consulting,Consulting,0.9888889215173612,Senior,Senior,1.0
340,rechtsanwalt,Rechtsanwalt,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
341,commercial service manager,Commercial Service Manager,Customer Support,Sales,1.0,Senior,Lead,1.0
342,head of capex delivery management and planning site leverkusen,Head of CapEx Delivery Management and Planning Site Leverkusen,Project Management,Other,0.24031423906840402,Lead,Director,1.0
343,quality manager,Quality Manager,Other,Other,0.3036655189500023,Senior,Lead,1.0
344,senior it lizenzspezialist,Senior IT-Lizenzspezialist,Information Technology,Information Technology,1.0,Senior,Senior,1.0
345,strategy director,Strategy Director,Business Development,Other,1.0,Director,Director,1.0
346,unternehmensinhaber,Unternehmensinhaber,Other,Other,0.2726600002912511,Management,Senior,0.4175199924506954
347,unternehmensinhaber,Unternehmensinhaber,Other,Other,0.2726600002912511,Management,Senior,0.4175199924506954
348,managing director,Managing Director,Other,Other,1.0,Management,Director,1.0
349,director commercial operations,Director Commercial Operations,Marketing,Other,1.0,Director,Director,1.0
350,betriebsleiter api produktion,Betriebsleiter API-Produktion,Information Technology,Other,0.271779654691044,Lead,Senior,0.49529568555532455
351,human resources specialist,Human Resources Specialist,Human Resources,Human Resources,0.9901492461904396,Senior,Lead,1.0
352,49504,49504,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
353,family nurse practitioner,Family Nurse Practitioner,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
354,global chief engineer manager power electronics obc dcdc,Global Chief Engineer / Manager - Power Electronics (OBC/DCDC),Information Technology,Information Technology,1.0,Lead,Management,1.0
355,inhaber rido gmbh,Inhaber rido gmbh,Other,Other,0.3276005107913527,Management,Management,0.5927311890147275
356,sap solutions consultant,SAP Solutions Consultant,Consulting,Consulting,0.8940152802468491,Senior,Senior,0.7982152646698157
357,senior treasury manager,Senior Treasury Manager,Other,Other,0.22234046440423239,Senior,Lead,1.0
358,senior consultant,Senior Consultant,Consulting,Consulting,0.9998274894074586,Senior,Senior,1.0
359,freelance marketing consulting client service interim marketing branding,Freelance Marketing Consulting / Client Service / Interim Marketing & Branding,Consulting,Marketing,1.0,Senior,Senior,0.39753903160636384
360,vp product management,VP Product Management,Project Management,Other,0.2267789207533486,Management,Director,1.0
361,head of mechanical engiuneering,Head of Mechanical Engiuneering,Other,Other,0.260777862465863,Lead,Director,1.0
362,progettista finanza agevolata research funding administration,Progettista Finanza Agevolata - Research Funding & Administration,Other,Information Technology,0.4891717357369999,Senior,Senior,0.4203912817446866
363,leiter supply chain management,Leiter Supply-Chain-Management,Other,Other,0.22476819338999113,Lead,Senior,0.5965503631817732
364,software engineer iv,Software Engineer IV,Information Technology,Information Technology,1.0,Senior,Senior,0.6383142245413563
365,communications coordinator,Communications Coordinator,Marketing,Marketing,1.0,Lead,Management,1.0
366,head of ict,Head of ICT,Information Technology,Other,0.24462460615349774,Lead,Director,1.0
367,managing director,Managing Director,Other,Other,1.0,Management,Director,1.0
368,responsable,Responsable,Other,Other,0.45472562081882734,Lead,Senior,0.9849862677292084
369,head of sales dach,Head of Sales DACH,Sales,Sales,1.0,Lead,Director,1.0
370,senior partner,Senior Partner,Business Development,Other,0.2339660565130869,Senior,Senior,1.0
371,application consultant,Application Consultant,Consulting,Consulting,0.9606296668120891,Senior,Senior,0.894501468649561
372,partner,Partner,Business Development,Other,0.20879110231908835,Management,Senior,0.37284978676797503
373,postdoctoral researcher and lecturer,Postdoctoral Researcher and Lecturer,Other,Other,1.0,Senior,Management,1.0
374,purchasing manager,Purchasing Manager,Purchasing,Purchasing,0.9558614077077306,Senior,Lead,1.0
375,postdoctoral research fellow,Postdoctoral Research Fellow,Other,Other,1.0,Senior,Management,1.0
376,industriemechaniker,Industriemechaniker,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
377,strategic purchasing manager group purchasing,Strategic Purchasing Manager • Group Purchasing,Purchasing,Purchasing,0.9223927500195135,Senior,Lead,1.0
378,konsult hr,Konsult HR,Human Resources,Human Resources,0.9999236329864527,Senior,Senior,0.30647023092053105
379,leiter vergutung versorgung,Leiter Vergütung & Versorgung,Human Resources,Other,0.34451203063857044,Lead,Lead,0.9997690962406777
380,produktmanager optomechanik,Produktmanager Optomechanik,Project Management,Other,0.2645322563177421,Senior,Lead,1.0
381,senior vice president,Senior Vice President,Other,Other,0.26123177573591194,Management,Director,1.0
382,researcher,Researcher,Other,Other,1.0,Senior,Senior,0.39239252600985663
383,arbeitslos,Arbeitslos,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
384,senior lecturer education focused,"Senior Lecturer, Education-Focused",Other,Other,0.19281560584568422,Senior,Senior,1.0
385,delegierter verwalter,Delegierter Verwalter,Other,Other,0.2726600002912511,Lead,Senior,0.4175199924506954
386,director of sales marketing,Director of Sales & Marketing,Sales,Marketing,1.0,Director,Director,1.0
387,master data demand manager supply chain management,Master Data & Demand Manager Supply Chain Management,Other,Other,0.1911101701795569,Senior,Lead,1.0
388,software entwickler,Software-Entwickler,Information Technology,Information Technology,1.0,Senior,Senior,0.44732183707907663
389,verkaufsleitung,Verkaufsleitung,Sales,Sales,1.0,Lead,Lead,0.725264165917543
390,platform support direct drive,Platform Support Direct Drive,Customer Support,Customer Support,0.8457394910376025,Senior,Senior,0.46686494043916066
391,vedouci ucetni,vedoucí účetní,Other,Other,0.2726600002912511,Lead,Senior,0.4175199924506954
392,recruitment manager,Recruitment Manager,Human Resources,Other,0.32300352204757166,Senior,Lead,1.0
393,vice president national sales manager,"Vice President, National Sales Manager",Sales,Sales,1.0,Management,Director,1.0
394,geschaftsfuhrer spie gft gmbh,Geschäftsführer SPIE GfT GmbH,Other,Other,1.0,Management,Management,0.9909017567765067
395,professor,Professor,Other,Other,1.0,Senior,Senior,0.4175199924506954
396,head of marketing technology teamlead,Head of Marketing Technology (Teamlead),Marketing,Information Technology,1.0,Lead,Director,1.0
397,automaticien electricien,AUTOMATICIEN ELECTRICIEN,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
398,strategic planning,Strategic Planning,Consulting,Other,0.255514743380527,Senior,Senior,0.3783990583192349
399,pasticcere,Pasticcere,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
400,general manager,General Manager,Other,Other,0.3469655847759539,Management,Management,1.0
401,grafikdesigner freelance,Grafikdesigner (Freelance),Marketing,Marketing,1.0,Senior,Senior,0.41633091432200775
402,account manager talent acquisition lead,Account Manager & Talent Acquisition Lead,Human Resources,Sales,1.0,Lead,Lead,1.0
403,geschaftsfuhrender gesellschafter,Geschäftsführender Gesellschafter,Other,Other,0.2683674120370323,Management,Management,0.8462650862039014
404,maintenance engineering manager,Maintenance & Engineering Manager,Information Technology,Information Technology,1.0,Senior,Lead,1.0
405,business analyst,Business Analyst,Other,Business Development,0.9986379570711564,Senior,Junior,1.0
406,bereichsleiter central service center,Bereichsleiter Central Service Center,Customer Support,Other,0.36995959111963594,Lead,Lead,0.7587926952098057
407,researcher,Researcher,Other,Other,1.0,Senior,Senior,0.39239252600985663
408,schornsteinfeger meisterbetrieb,Schornsteinfeger Meisterbetrieb,Other,Other,1.0,Lead,Senior,0.4175199924506954
409,projektleitung zur entwicklung und implementierung einer neuen gießtechnologie,Projektleitung zur Entwicklung und Implementierung einer neuen Gießtechnologie,Project Management,Project Management,0.6994046460840312,Lead,Lead,0.8034195464094377
410,head of process and erp governance,Head of Process and ERP Governance,Information Technology,Other,0.2700059289798598,Lead,Director,1.0
411,senior ux designer,Senior UX Designer,Information Technology,Marketing,1.0,Senior,Senior,1.0
412,cloud advisory analyst,Cloud Advisory Analyst,Consulting,Information Technology,1.0,Senior,Junior,1.0
413,leiter managed it cloud services,Leiter Managed IT | Cloud Services,Information Technology,Information Technology,1.0,Lead,Lead,0.7186993557355325
414,客户经理,客户经理,Sales,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
415,senior manager b2b contract implementation management,Senior Manager B2B Contract & Implementation Management,Project Management,Other,0.21112539626859972,Senior,Management,1.0
416,research development group manager,Research Development Group Manager,Information Technology,Other,0.2554680869606223,Senior,Management,1.0
417,head of accounting and tax department,Head of accounting and tax department,Other,Other,0.24855782790258968,Lead,Director,1.0
418,teamleiter bestandesentwicklung,Teamleiter Bestandesentwicklung,Other,Other,0.41366876707356676,Lead,Lead,0.9758555677890417
419,operador de maquinas,Operador de máquinas,Other,Marketing,0.49011682040449456,Senior,Senior,0.50598790053933
420,juristin,Juristin,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
421,projektleiter,Projektleiter,Project Management,Project Management,0.9940798980914411,Lead,Lead,0.9480497748731664
422,head of procurement,Head of Procurement,Purchasing,Other,0.24285026513978003,Lead,Director,1.0
423,founder and owner,Founder and owner,Other,Other,1.0,Management,Management,1.0
424,machine operator,machine operator,Other,Other,0.26701802515868833,Senior,Senior,0.39206490328469706
425,hgf,HGF,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
426,managing director cto,Managing Director (CTO),Information Technology,Other,1.0,Management,Director,1.0
427,professor,Professor,Other,Other,1.0,Senior,Senior,0.4175199924506954
428,senior manager,Senior Manager,Other,Other,0.2040678026576395,Senior,Management,1.0
429,hr specialist,HR Specialist,Human Resources,Human Resources,0.9990577487646672,Senior,Lead,1.0
430,geschaftsfuhrer,Geschäftsführer,Other,Other,1.0,Management,Management,0.9994884898898059
431,cyber security analyst senior,Cyber Security Analyst - Senior,Information Technology,Information Technology,1.0,Senior,Senior,1.0
432,metal fabricator,Metal Fabricator,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
433,purchasing senior manager,Purchasing Senior Manager,Purchasing,Purchasing,0.7990434862006921,Senior,Management,1.0
434,partner,Partner,Business Development,Other,0.20879110231908835,Management,Senior,0.37284978676797503
435,managing director,Managing Director,Other,Other,1.0,Management,Director,1.0
436,vorstandsassistent cmo,"Vorstandsassistent, CMO",Marketing,Other,1.0,Management,Management,0.8537461807133107
437,co founder and ceo,Co-Founder and CEO,Other,Other,1.0,Management,Management,1.0
438,sub manager coordination planning,Sub-Manager Coordination & Planning,Project Management,Other,1.0,Lead,Management,1.0
439,geschaftsfuhrer ceo,Geschäftsführer (CEO),Other,Other,1.0,Management,Management,1.0
440,vakbekwaam hovenier,Vakbekwaam Hovenier,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
441,verkaufsmanager,Verkaufsmanager,Sales,Sales,1.0,Senior,Lead,1.0
442,professor,Professor,Other,Other,1.0,Senior,Senior,0.4175199924506954
443,professor of french and francophone studies,Professor of French and Francophone Studies,Other,Other,1.0,Senior,Lead,0.6894616007347187
444,hr specialist personnel development,HR Specialist Personnel Development,Human Resources,Human Resources,0.9960314572610697,Senior,Lead,1.0
445,directeur,Directeur,Other,Other,0.31088989882886503,Director,Senior,0.35671145588649006
446,senior executive in l d department,Senior Executive in L&D Department,Human Resources,Other,0.20696391708196077,Senior,Senior,1.0
447,finance and hr,Finance and HR,Other,Human Resources,0.8717697476593618,Senior,Senior,0.3251780402456029
448,geschaftsfuhrer berater designer,Geschäftsführer + Berater + Designer,Other,Marketing,1.0,Management,Management,0.8755395168811537
449,phd student,PHD Student,Other,Other,0.2441311318128735,Junior,Senior,0.4196471258456846
450,dozent,Dozent,Other,Other,0.26582510214774274,Senior,Senior,0.4175199924506954
451,avp dental quality clinical oversight,"AVP, Dental Quality & Clinical Oversight",Other,Other,0.26581208780476256,Senior,Director,1.0
452,vorstandsvorsitzender der kick media ag,Vorstandsvorsitzender der Kick-Media AG,Other,Marketing,1.0,Management,Senior,0.4922570739214422
453,assistant,Assistant,Administrative,Other,0.2651320076368681,Junior,Senior,0.9679395529202044
454,gesamtleiterin personal mitglied der geschaftsleitung,"Gesamtleiterin Personal, Mitglied der Geschäftsleitung",Human Resources,Other,0.365929696340597,Lead,Lead,0.8737065600318856
455,it cad administrator ofice organisation,IT CAD Administrator / Ofice Organisation,Information Technology,Information Technology,1.0,Senior,Senior,0.4887345244212922
456,partner,Partner,Business Development,Other,0.20879110231908835,Management,Senior,0.37284978676797503
457,responsable de salle,Responsable de salle,Administrative,Marketing,0.48424280313361656,Lead,Senior,0.8620316932090275
458,inhaber,Inhaber,Other,Other,0.2685731788784643,Management,Management,0.5655378306960318
459,special education advocate education consultant,Special Education Advocate/Education Consultant,Consulting,Consulting,0.6840551293772464,Senior,Senior,0.6168216148300246
460,elctrician,"elctrician ,",Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
461,ceo co founder,CEO & Co-Founder,Other,Other,1.0,Management,Management,1.0
462,bauprojektleiter,Bauprojektleiter,Project Management,Other,0.2726600002912511,Lead,Senior,0.4175199924506954
463,head of strategic purchasing,Head of Strategic Purchasing,Purchasing,Other,0.425557031011937,Lead,Director,1.0
464,inspecteur general de l education du sport et de la recherche,"inspecteur général de l'éducation, du sport et de la recherche",Other,Other,0.43502325529468466,Senior,Senior,0.4519216790942776
465,owner,Owner,Other,Other,1.0,Management,Management,1.0
466,systemischer berater fur organisationsentwicklung und coach,Systemischer Berater für Organisationsentwicklung und Coach,Consulting,Information Technology,1.0,Senior,Senior,0.39166847993847365
467,general manager vice president of planning,General Manager/Vice President of Planning,Other,Other,0.333067767844853,Management,Director,1.0
468,senior diversity inclusion partner,Senior Diversity & Inclusion Partner,Human Resources,Other,0.453000043055175,Senior,Senior,1.0
469,managing director,Managing Director,Other,Other,1.0,Management,Director,1.0
470,key account project manager,Key Account / Project Manager,Other,Sales,1.0,Lead,Lead,1.0
471,offentlicher angestellter,Öffentlicher Angestellter,Administrative,Other,0.29467385247266553,Senior,Senior,0.4175199924506954
472,owner,Owner,Other,Other,1.0,Management,Management,1.0
473,senior commercial manager,Senior Commercial Manager,Sales,Sales,1.0,Senior,Lead,1.0
474,im un ruhestand,im (Un-)Ruhestand,Other,Other,0.33981889656612246,Senior,Senior,0.37662583407804545
475,executive vice president connected software systems services,Executive Vice President Connected Software Systems & Services,Information Technology,Information Technology,1.0,Management,Director,1.0
476,abteilungsleiter vertrieb dipl bankbetriebswirt management adg,"Abteilungsleiter Vertrieb, Dipl. Bankbetriebswirt Management (ADG)",Sales,Sales,1.0,Lead,Senior,0.4710857616047079
477,hr it consultant,HR IT Consultant,Consulting,Information Technology,1.0,Senior,Senior,0.8354161864107083
478,ceo,CEO,Other,Other,1.0,Management,Management,1.0
479,bestuursassistent,Bestuursassistent,Administrative,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
480,owner,Owner,Other,Other,1.0,Management,Management,1.0
481,senior data analyst,Senior Data Analyst,Information Technology,Information Technology,1.0,Senior,Senior,1.0
482,scheduler,Scheduler,Administrative,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
483,tekniklektor,Tekniklektor,Information Technology,Other,0.2726600002912511,Lead,Senior,0.4175199924506954
484,trainee solicitor,Trainee Solicitor,Other,Other,0.27063751283596155,Junior,Junior,1.0
485,unternehmensinhaber,Unternehmensinhaber,Other,Other,0.2726600002912511,Management,Senior,0.4175199924506954
486,managing director,Managing Director,Other,Other,1.0,Management,Director,1.0
487,electronic banking spezialist,Electronic Banking Spezialist,Other,Other,0.25174194429395236,Senior,Senior,0.4211642986788412
488,edi berater,EDI-Berater,Consulting,Consulting,0.8443273654631744,Senior,Senior,0.3637421220978429
489,chief operating officer,Chief Operating Officer,Other,Other,0.28144071879749005,Management,Management,1.0
490,geschaftsfuhrer,Geschäftsführer,Other,Other,1.0,Management,Management,0.9994884898898059
491,senior technology architect,Senior Technology Architect,Information Technology,Information Technology,1.0,Senior,Senior,1.0
492,chief executive officer,Chief Executive Officer,Other,Other,0.27345836040690913,Management,Management,1.0
493,director of food and beverage,Director Of Food And Beverage,Other,Other,1.0,Director,Director,1.0
494,managing sr underwriting director,Managing Sr. Underwriting Director,Other,Other,1.0,Senior,Director,1.0
495,head of business unit finance executive vice president,Head of Business Unit Finance | Executive Vice President,Other,Information Technology,1.0,Lead,Director,1.0
496,facility coordinator cbre gws gmbh,Facility Coordinator CBRE GWS GmbH,Administrative,Other,1.0,Lead,Management,1.0
497,director,Director,Other,Other,1.0,Director,Director,1.0
498,associate,Associate,Other,Other,0.2634091573685091,Junior,Junior,1.0
499,buyer,Buyer,Purchasing,Other,0.2336665182752941,Senior,Senior,0.4175199924506954
500,radiologe,Radiologe,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
501,warranty service specialist,Warranty Service Specialist,Customer Support,Other,0.2906410761169462,Senior,Lead,1.0
502,hr talent manager,HR - Talent Manager,Human Resources,Human Resources,0.9815633489423483,Senior,Lead,1.0
503,senior director of sales sdr germany,Senior Director of Sales & SDR Germany,Sales,Other,1.0,Director,Director,1.0
504,investment associate,Investment Associate,Other,Other,0.2532441946451326,Junior,Junior,1.0
505,addetto alla logistica,Addetto alla logistica,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
506,ceo,CEO,Other,Other,1.0,Management,Management,1.0
507,senior director,Senior director,Other,Other,1.0,Director,Director,1.0
508,assistant clinical research associate,Assistant Clinical Research Associate,Other,Other,0.2308318905648599,Junior,Junior,1.0
509,office administrator,Office Administrator,Administrative,Other,0.4039394794878437,Senior,Senior,0.47905860612413725
510,regionaler vertriebsleiter,Regionaler Vertriebsleiter,Sales,Sales,1.0,Lead,Lead,0.8338416862140778
511,portfolio manager,Portfolio Manager,Other,Other,0.2774008847082921,Senior,Lead,1.0
512,inhaber,Inhaber,Other,Other,0.2685731788784643,Management,Management,0.5655378306960318
513,technical development manager interconnect,Technical Development Manager - Interconnect,Information Technology,Information Technology,1.0,Senior,Lead,1.0
514,partner und vrp,Partner und VRP,Business Development,Other,0.29566318854951135,Management,Senior,0.3517527480205997
515,vice president,Vice President,Other,Other,0.31180424336474327,Management,Director,1.0
516,cfo,CFO,Other,Other,1.0,Management,Management,1.0
517,chief executive officer,Chief Executive Officer,Other,Other,0.27345836040690913,Management,Management,1.0
518,programmierer,Programmierer,Information Technology,Other,0.26743850777783496,Senior,Senior,0.4175199924506954
519,global mobility consultant,Global Mobility Consultant,Consulting,Consulting,0.8727804534876612,Senior,Senior,0.7510799800247452
520,facharzt fur orthopadie und unfallchirurgie chirurgie chirotherapie naturheilverfahren,"Facharzt für Orthopädie und Unfallchirurgie,Chirurgie Chirotherapie, , Naturheilverfahren",Other,Other,0.4550385495729921,Senior,Senior,0.4776227355201408
521,qualitatsmanager,Qualitätsmanager,Project Management,Other,0.2726600002912511,Lead,Lead,1.0
522,ceo,CEO,Other,Other,1.0,Management,Management,1.0
523,senior manager,Senior Manager,Other,Other,0.2040678026576395,Senior,Management,1.0
524,daytrader,DayTrader,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
525,vp purchasing supplier quality webasto china,VP Purchasing & Supplier Quality Webasto China,Purchasing,Purchasing,0.7333425581255663,Management,Director,1.0
526,sap berater,SAP Berater,Consulting,Information Technology,0.6050124678386264,Senior,Senior,0.3722296431801043
527,deloitte digital,Deloitte Digital,Consulting,Information Technology,0.6476281621741455,Senior,Senior,0.3684470983475978
528,equipment project manager,Equipment Project Manager,Project Management,Project Management,1.0,Senior,Lead,1.0
529,lian da information technology co ltd,"lian da information technology co., LTD",Other,Information Technology,1.0,Senior,Senior,0.42048778824683564
530,business owner,Business Owner,Other,Other,1.0,Management,Management,1.0
531,geschaftsfuhrer ceo,Geschäftsführer - CEO,Other,Other,1.0,Management,Management,1.0
532,evp strategic partnerships,EVP Strategic Partnerships,Business Development,Business Development,1.0,Senior,Director,1.0
533,senior hvac technician,Senior HVAC Technician,Other,Other,0.19193750421572406,Senior,Senior,1.0
534,non executive director member of the supervisory board,Non Executive Director - Member of the Supervisory Board,Other,Other,1.0,Management,Director,1.0
535,bauverwaltung,Bauverwaltung,Administrative,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
536,rechtsanwalt mit schwerpunkt gen biotechnik und arzneimittelrecht,Rechtsanwalt mit Schwerpunkt Gen-/Biotechnik und Arzneimittelrecht,Other,Information Technology,1.0,Senior,Senior,0.4539453735152494
537,sports columnist,Sports Columnist,Other,Other,0.2750728370605586,Senior,Senior,0.41183635154803755
538,managing consultant business transformation,Managing Consultant - Business Transformation,Consulting,Business Development,0.5063223686343664,Senior,Lead,1.0
539,fahrer,Fahrer,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
540,leiter personal und recht,Leiter Personal und Recht,Human Resources,Other,0.33512592907572986,Lead,Lead,0.9376513760546824
541,ceo,CEO,Other,Other,1.0,Management,Management,1.0
542,vorsitzender der aufsichtsrate mecklenburgische versicherungen,Vorsitzender der Aufsichtsräte Mecklenburgische Versicherungen,Other,Administrative,0.8604510344159816,Management,Senior,0.47612012444337176
543,junior referent landesforderinstitute,Junior Referent Landesförderinstitute,Other,Other,0.28342718767011865,Junior,Junior,1.0
544,retraite,Retraité,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
545,geschaftsfuhrer,Geschäftsführer,Other,Other,1.0,Management,Management,0.9994884898898059
546,founder,Founder,Other,Other,1.0,Management,Management,1.0
